REF_AREA,Reference area,DEATH_CAUSE,Cause of death,TIME_PERIOD,OBS_VALUE
SVN,Slovenia,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2009,95.7
SVN,Slovenia,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2010,69.8
SVN,Slovenia,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2011,104.2
SVN,Slovenia,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2012,105.3
SVN,Slovenia,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2013,99.1
SVN,Slovenia,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2014,99.7
SVN,Slovenia,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2015,61.9
SVN,Slovenia,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2016,98.8
SVN,Slovenia,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2017,65.2
SVN,Slovenia,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2018,90.9
SVN,Slovenia,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2019,93.6
SVN,Slovenia,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2020,95.2
ZAF,South Africa,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1996,115.2
ZAF,South Africa,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1997,127.4
ZAF,South Africa,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1998,135.8
ZAF,South Africa,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1999,131.2
ZAF,South Africa,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2000,134.7
ZAF,South Africa,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2001,137.2
ZAF,South Africa,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2002,145.1
ZAF,South Africa,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2003,154.3
ZAF,South Africa,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2004,160.8
ZAF,South Africa,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2005,162.4
ZAF,South Africa,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2006,138.3
ZAF,South Africa,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2007,155.1
ZAF,South Africa,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2008,130.5
ZAF,South Africa,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2009,127.1
ZAF,South Africa,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2010,123.2
ZAF,South Africa,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2011,134.1
ZAF,South Africa,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2012,146.3
ZAF,South Africa,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2013,136.3
ZAF,South Africa,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2014,150.8
ZAF,South Africa,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2015,157.9
ZAF,South Africa,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2016,178.2
ZAF,South Africa,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2017,178.1
ZAF,South Africa,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2018,195
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1960,198.9
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1961,190.6
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1962,189.3
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1963,223.1
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1964,232.9
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1965,242.9
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1966,219.6
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1967,208.9
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1968,231.4
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1969,242.3
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1971,237.7
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1972,270.4
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1973,294.1
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1974,315.1
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1975,427.5
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1976,383.4
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1977,379.9
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1978,374.4
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1979,355.2
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1980,305.3
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1981,312.2
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1982,283.2
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1983,281
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1984,271.1
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1985,248.5
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1986,255.9
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1987,248.4
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1988,246.7
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1989,237.3
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1990,242.3
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1991,244.1
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1992,257.6
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1993,248.8
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1994,234.2
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1995,211.6
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1996,213.3
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1997,205.4
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1998,192.2
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1999,191.9
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2000,181.6
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2001,155.9
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2002,159
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2003,154.2
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2004,141.2
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2005,134.5
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2006,129.7
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2007,113.6
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2008,118
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2009,105.6
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2010,110.8
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2011,107.6
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2012,88.1
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2013,78.5
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2014,81.3
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2015,78.6
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2016,84.1
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2017,80.9
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2018,79.5
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2019,73.2
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2020,72.5
ESP,Spain,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2021,71.1
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1960,400.4
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1961,418.9
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1962,386
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1963,409.8
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1964,409
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1965,388.4
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1966,352.8
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1967,306
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1968,362.2
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1969,359.5
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1970,334.9
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1971,353.9
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1972,379.3
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1973,364.5
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1974,344.6
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1975,308.3
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1976,341.9
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1977,317.9
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1978,304.7
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1979,318.6
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1980,292.1
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1981,291.9
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1982,287.7
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1983,254.4
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1984,248.4
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1985,280.6
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1986,251
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1987,253.7
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1988,238.1
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1989,257.7
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1990,257.3
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1991,258.7
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1992,221.4
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1993,180.5
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1994,171.8
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1995,162.6
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1996,143.4
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1997,148.6
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1998,142.7
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1999,135.1
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2000,157.7
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2001,145.5
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2002,134.7
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2003,127.7
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2004,134.7
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2005,114.9
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2006,124.9
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2007,116.1
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2008,91.4
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2009,101.3
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2010,92.6
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2011,77.1
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2012,87.8
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2013,95.1
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2014,93.3
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2015,79.5
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2016,109
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2017,97.9
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2018,84
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2019,83.7
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2020,94.4
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2021,83.7
SWE,Sweden,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2022,85.7
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1960,533.6
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1961,516.7
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1962,525.5
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1963,548.5
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1964,541.6
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1965,446.9
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1966,434.9
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1967,438.6
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1968,427.5
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1969,398.3
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1970,377.2
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1971,422.2
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1972,399.2
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1973,407.1
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1974,366.2
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1975,346.6
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1976,350
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1977,316.8
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1978,343
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1979,365.5
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1980,382.4
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1981,336.8
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1982,334.3
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1983,321.3
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1984,285.5
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1985,263.6
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1986,288.8
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1987,252
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1988,293.4
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1989,263.9
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1990,282.8
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1991,236.2
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1992,242.9
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1993,216.1
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1994,216.2
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1995,195.6
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1996,208.2
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1997,203.8
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1998,189.5
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1999,188.5
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2000,185.9
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2001,179.3
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2002,166.7
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2003,164
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2004,158.6
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2005,177.2
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2006,179.3
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2007,140.1
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2008,144.9
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2009,145.2
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2010,143.5
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2011,153.9
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2012,156.4
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2013,173
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2014,159.7
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2015,160.7
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2016,164.5
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2017,145.5
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2018,118.1
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2019,115.5
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2020,128.5
CHE,Switzerland,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2021,130.8
TUR,Türkiye,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2009,263.5
TUR,Türkiye,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2010,263.7
TUR,Türkiye,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2011,284.7
TUR,Türkiye,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2012,256.6
TUR,Türkiye,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2013,326.7
TUR,Türkiye,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2014,358.7
TUR,Türkiye,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2015,360.3
TUR,Türkiye,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2016,358.3
TUR,Türkiye,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2017,337
TUR,Türkiye,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2018,278.8
TUR,Türkiye,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2019,245.8
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1960,567.8
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1961,564.7
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1962,573.5
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1963,536.3
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1964,519
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1965,481.9
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1966,459.6
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1967,440.3
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1968,455.8
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1969,430.8
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1970,436.6
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1971,459.6
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1972,432.2
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1973,418.8
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1974,428.8
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1975,405.3
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1976,375.3
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1977,402.4
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1978,411.3
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1979,413.5
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1980,404.1
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1981,355.2
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1982,341.9
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1983,325.5
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1984,321
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1985,309.9
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1986,282.6
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1987,262.9
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1988,251.3
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1989,242.8
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1990,218.8
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1991,214.3
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1992,202.2
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1993,173.8
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1994,160.2
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1995,158.2
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1996,153.1
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1997,152.6
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1998,142.5
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1999,143.4
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2001,160.7
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2002,155.9
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2003,161.7
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2004,151.5
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2005,162.4
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2006,156.1
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2007,151.9
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2008,145.3
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2009,155.8
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2010,144.4
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2011,135
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2012,138.7
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2013,124.3
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2014,129.3
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2015,126.7
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2016,127.4
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2017,75.4
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2018,69
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2019,73.3
GBR,United Kingdom,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",2020,69.4
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1960,452.7
USA,United States,CICDCONG,"Congenital malformations, deformations and chromosomal abnormalities",1961,445.5
