REF_AREA,Reference area,DEATH_CAUSE,Cause of death,TIME_PERIOD,OBS_VALUE
HUN,Hungary,CICDGENI,Diseases of the genitourinary system,1978,212.8
HUN,Hungary,CICDGENI,Diseases of the genitourinary system,1979,174.7
HUN,Hungary,CICDGENI,Diseases of the genitourinary system,1980,180.9
HUN,Hungary,CICDGENI,Diseases of the genitourinary system,1981,172.2
HUN,Hungary,CICDGENI,Diseases of the genitourinary system,1982,156.9
HUN,Hungary,CICDGENI,Diseases of the genitourinary system,1983,169.4
HUN,Hungary,CICDGENI,Diseases of the genitourinary system,1984,148.1
HUN,Hungary,CICDGENI,Diseases of the genitourinary system,1985,138
HUN,Hungary,CICDGENI,Diseases of the genitourinary system,1986,122
HUN,Hungary,CICDGENI,Diseases of the genitourinary system,1987,110.7
HUN,Hungary,CICDGENI,Diseases of the genitourinary system,1988,105.1
HUN,Hungary,CICDGENI,Diseases of the genitourinary system,1989,97.5
HUN,Hungary,CICDGENI,Diseases of the genitourinary system,1990,101.3
HUN,Hungary,CICDGENI,Diseases of the genitourinary system,1991,87.2
HUN,Hungary,CICDGENI,Diseases of the genitourinary system,1992,85.4
HUN,Hungary,CICDGENI,Diseases of the genitourinary system,1993,81.8
HUN,Hungary,CICDGENI,Diseases of the genitourinary system,1994,72.2
HUN,Hungary,CICDGENI,Diseases of the genitourinary system,1995,78.9
HUN,Hungary,CICDGENI,Diseases of the genitourinary system,1996,78.1
HUN,Hungary,CICDGENI,Diseases of the genitourinary system,1997,68.4
HUN,Hungary,CICDGENI,Diseases of the genitourinary system,1998,63.1
HUN,Hungary,CICDGENI,Diseases of the genitourinary system,1999,65.3
HUN,Hungary,CICDGENI,Diseases of the genitourinary system,2000,64.5
HUN,Hungary,CICDGENI,Diseases of the genitourinary system,2001,55.3
HUN,Hungary,CICDGENI,Diseases of the genitourinary system,2002,53.9
HUN,Hungary,CICDGENI,Diseases of the genitourinary system,2003,63.4
HUN,Hungary,CICDGENI,Diseases of the genitourinary system,2004,46.5
HUN,Hungary,CICDGENI,Diseases of the genitourinary system,2005,52.6
HUN,Hungary,CICDGENI,Diseases of the genitourinary system,2006,45.1
HUN,Hungary,CICDGENI,Diseases of the genitourinary system,2007,53.9
HUN,Hungary,CICDGENI,Diseases of the genitourinary system,2008,42.4
HUN,Hungary,CICDGENI,Diseases of the genitourinary system,2009,47.4
HUN,Hungary,CICDGENI,Diseases of the genitourinary system,2010,40.4
HUN,Hungary,CICDGENI,Diseases of the genitourinary system,2011,37.3
HUN,Hungary,CICDGENI,Diseases of the genitourinary system,2012,43.9
HUN,Hungary,CICDGENI,Diseases of the genitourinary system,2013,38.1
HUN,Hungary,CICDGENI,Diseases of the genitourinary system,2014,35.9
HUN,Hungary,CICDGENI,Diseases of the genitourinary system,2015,34.2
HUN,Hungary,CICDGENI,Diseases of the genitourinary system,2016,32.5
HUN,Hungary,CICDGENI,Diseases of the genitourinary system,2017,29.2
HUN,Hungary,CICDGENI,Diseases of the genitourinary system,2018,30.3
HUN,Hungary,CICDGENI,Diseases of the genitourinary system,2019,33.1
HUN,Hungary,CICDGENI,Diseases of the genitourinary system,2020,42.7
HUN,Hungary,CICDGENI,Diseases of the genitourinary system,2021,42.3
HUN,Hungary,CICDGENI,Diseases of the genitourinary system,2022,37.1
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,1960,374.8
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,1961,216.8
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,1962,267.6
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,1963,244.7
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,1964,329.6
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,1965,125.6
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,1966,259.2
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,1967,157.7
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,1968,215.2
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,1969,122.8
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,1970,84.2
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,1971,173.9
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,1972,165.4
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,1973,89.4
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,1974,105.4
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,1975,103.2
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,1976,35.8
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,1977,37.1
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,1978,78.1
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,1979,58.2
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,1980,44.9
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,1981,68.2
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,1982,18.1
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,1983,48.6
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,1984,24.7
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,1985,12.2
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,1986,20.1
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,1987,31.9
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,1988,20.5
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,1989,58.1
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,1990,9.8
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,1991,29.2
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,1992,18.4
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,1993,27.5
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,1994,14.8
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,1995,24.1
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,1996,11.5
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,1997,23.1
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,1998,15.9
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,1999,12.4
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,2000,20.1
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,2001,1.1
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,2002,26.1
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,2003,9.2
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,2004,19.6
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,2005,6.9
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,2006,21
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,2007,27.5
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,2008,33.6
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,2009,3.5
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,2010,8.4
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,2011,8.6
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,2012,15.5
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,2013,13.2
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,2014,4.6
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,2015,3.5
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,2016,10.1
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,2017,5.3
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,2018,13.9
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,2019,0.7
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,2020,5
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,2021,10.5
ISL,Iceland,CICDGENI,Diseases of the genitourinary system,2022,32.3
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,1960,287.3
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,1961,257.4
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,1962,272.2
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,1963,291.4
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,1964,278.9
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,1965,260.9
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,1966,246.6
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,1967,251.2
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,1968,224.7
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,1969,206.8
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,1970,198.8
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,1971,172.9
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,1972,164.8
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,1973,173.9
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,1974,176.3
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,1975,130.5
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,1976,143.4
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,1977,127.3
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,1978,114.3
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,1979,113.6
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,1980,101.6
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,1981,113
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,1982,98.5
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,1983,91.6
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,1984,83.8
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,1985,73.6
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,1986,67.5
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,1987,74.6
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,1988,70.6
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,1989,58.1
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,1990,70.3
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,1991,73.2
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,1992,49.9
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,1993,55.6
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,1994,50
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,1995,58.2
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,1996,46.1
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,1997,44.9
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,1998,51.5
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,1999,51.8
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,2000,60
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,2001,38.2
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,2002,45.1
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,2003,43.7
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,2004,36.9
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,2005,34.3
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,2006,35
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,2007,28.2
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,2008,22.5
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,2009,26.5
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,2010,24.4
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,2011,27.2
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,2012,23.9
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,2013,20.8
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,2014,24.2
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,2015,19.5
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,2016,17.7
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,2017,15.8
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,2018,22.4
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,2019,18.1
IRL,Ireland,CICDGENI,Diseases of the genitourinary system,2020,18.2
ISR,Israel,CICDGENI,Diseases of the genitourinary system,1975,156.1
ISR,Israel,CICDGENI,Diseases of the genitourinary system,1976,139.4
ISR,Israel,CICDGENI,Diseases of the genitourinary system,1977,156.8
ISR,Israel,CICDGENI,Diseases of the genitourinary system,1978,137.4
ISR,Israel,CICDGENI,Diseases of the genitourinary system,1979,145.8
ISR,Israel,CICDGENI,Diseases of the genitourinary system,1980,151.4
ISR,Israel,CICDGENI,Diseases of the genitourinary system,1981,195.8
ISR,Israel,CICDGENI,Diseases of the genitourinary system,1982,165
ISR,Israel,CICDGENI,Diseases of the genitourinary system,1983,155.7
ISR,Israel,CICDGENI,Diseases of the genitourinary system,1984,161.3
ISR,Israel,CICDGENI,Diseases of the genitourinary system,1985,154.6
ISR,Israel,CICDGENI,Diseases of the genitourinary system,1986,157.4
ISR,Israel,CICDGENI,Diseases of the genitourinary system,1987,131.2
ISR,Israel,CICDGENI,Diseases of the genitourinary system,1988,129.2
ISR,Israel,CICDGENI,Diseases of the genitourinary system,1989,138.5
ISR,Israel,CICDGENI,Diseases of the genitourinary system,1990,127
ISR,Israel,CICDGENI,Diseases of the genitourinary system,1991,105.5
ISR,Israel,CICDGENI,Diseases of the genitourinary system,1992,125.8
ISR,Israel,CICDGENI,Diseases of the genitourinary system,1993,84.7
ISR,Israel,CICDGENI,Diseases of the genitourinary system,1994,55.9
ISR,Israel,CICDGENI,Diseases of the genitourinary system,1995,58.1
ISR,Israel,CICDGENI,Diseases of the genitourinary system,1996,73.7
ISR,Israel,CICDGENI,Diseases of the genitourinary system,1997,96.9
ISR,Israel,CICDGENI,Diseases of the genitourinary system,1998,80.2
ISR,Israel,CICDGENI,Diseases of the genitourinary system,1999,91.1
ISR,Israel,CICDGENI,Diseases of the genitourinary system,2000,106.6
ISR,Israel,CICDGENI,Diseases of the genitourinary system,2001,127.3
ISR,Israel,CICDGENI,Diseases of the genitourinary system,2002,108.7
ISR,Israel,CICDGENI,Diseases of the genitourinary system,2003,88
ISR,Israel,CICDGENI,Diseases of the genitourinary system,2004,117.5
ISR,Israel,CICDGENI,Diseases of the genitourinary system,2005,109.3
ISR,Israel,CICDGENI,Diseases of the genitourinary system,2006,104.2
ISR,Israel,CICDGENI,Diseases of the genitourinary system,2007,88.6
ISR,Israel,CICDGENI,Diseases of the genitourinary system,2008,81.5
ISR,Israel,CICDGENI,Diseases of the genitourinary system,2009,81.8
ISR,Israel,CICDGENI,Diseases of the genitourinary system,2010,71.5
ISR,Israel,CICDGENI,Diseases of the genitourinary system,2011,70.8
ISR,Israel,CICDGENI,Diseases of the genitourinary system,2012,75.2
ISR,Israel,CICDGENI,Diseases of the genitourinary system,2013,65.9
ISR,Israel,CICDGENI,Diseases of the genitourinary system,2014,67.8
ISR,Israel,CICDGENI,Diseases of the genitourinary system,2015,63.5
ISR,Israel,CICDGENI,Diseases of the genitourinary system,2016,62.1
ISR,Israel,CICDGENI,Diseases of the genitourinary system,2017,55.9
ISR,Israel,CICDGENI,Diseases of the genitourinary system,2018,56.5
ISR,Israel,CICDGENI,Diseases of the genitourinary system,2019,59.5
ISR,Israel,CICDGENI,Diseases of the genitourinary system,2020,54.2
ISR,Israel,CICDGENI,Diseases of the genitourinary system,2021,51.1
ITA,Italy,CICDGENI,Diseases of the genitourinary system,1960,254.4
ITA,Italy,CICDGENI,Diseases of the genitourinary system,1961,245.1
ITA,Italy,CICDGENI,Diseases of the genitourinary system,1962,249.3
ITA,Italy,CICDGENI,Diseases of the genitourinary system,1963,239.6
ITA,Italy,CICDGENI,Diseases of the genitourinary system,1964,231.8
ITA,Italy,CICDGENI,Diseases of the genitourinary system,1965,228.4
ITA,Italy,CICDGENI,Diseases of the genitourinary system,1966,218.6
ITA,Italy,CICDGENI,Diseases of the genitourinary system,1967,209.9
ITA,Italy,CICDGENI,Diseases of the genitourinary system,1968,194
ITA,Italy,CICDGENI,Diseases of the genitourinary system,1969,192.9
ITA,Italy,CICDGENI,Diseases of the genitourinary system,1970,163.8
ITA,Italy,CICDGENI,Diseases of the genitourinary system,1971,154.5
ITA,Italy,CICDGENI,Diseases of the genitourinary system,1972,149.9
ITA,Italy,CICDGENI,Diseases of the genitourinary system,1973,132.4
ITA,Italy,CICDGENI,Diseases of the genitourinary system,1974,123.2
ITA,Italy,CICDGENI,Diseases of the genitourinary system,1975,117.4
ITA,Italy,CICDGENI,Diseases of the genitourinary system,1976,101.5
ITA,Italy,CICDGENI,Diseases of the genitourinary system,1977,97.7
ITA,Italy,CICDGENI,Diseases of the genitourinary system,1978,91.2
ITA,Italy,CICDGENI,Diseases of the genitourinary system,1979,87.7
ITA,Italy,CICDGENI,Diseases of the genitourinary system,1980,81.9
ITA,Italy,CICDGENI,Diseases of the genitourinary system,1981,73.1
ITA,Italy,CICDGENI,Diseases of the genitourinary system,1982,71
ITA,Italy,CICDGENI,Diseases of the genitourinary system,1983,66.5
ITA,Italy,CICDGENI,Diseases of the genitourinary system,1984,66.8
ITA,Italy,CICDGENI,Diseases of the genitourinary system,1985,60.2
ITA,Italy,CICDGENI,Diseases of the genitourinary system,1986,57.8
ITA,Italy,CICDGENI,Diseases of the genitourinary system,1987,50.4
ITA,Italy,CICDGENI,Diseases of the genitourinary system,1988,50.8
ITA,Italy,CICDGENI,Diseases of the genitourinary system,1989,46.6
ITA,Italy,CICDGENI,Diseases of the genitourinary system,1990,46.3
ITA,Italy,CICDGENI,Diseases of the genitourinary system,1991,48.4
ITA,Italy,CICDGENI,Diseases of the genitourinary system,1992,46.5
ITA,Italy,CICDGENI,Diseases of the genitourinary system,1993,42.9
ITA,Italy,CICDGENI,Diseases of the genitourinary system,1994,44.1
ITA,Italy,CICDGENI,Diseases of the genitourinary system,1995,38.6
ITA,Italy,CICDGENI,Diseases of the genitourinary system,1996,37.3
ITA,Italy,CICDGENI,Diseases of the genitourinary system,1997,39.2
ITA,Italy,CICDGENI,Diseases of the genitourinary system,1998,36.9
ITA,Italy,CICDGENI,Diseases of the genitourinary system,1999,35.1
ITA,Italy,CICDGENI,Diseases of the genitourinary system,2000,33.1
ITA,Italy,CICDGENI,Diseases of the genitourinary system,2001,31.6
ITA,Italy,CICDGENI,Diseases of the genitourinary system,2002,31
ITA,Italy,CICDGENI,Diseases of the genitourinary system,2003,33.4
ITA,Italy,CICDGENI,Diseases of the genitourinary system,2004,30.9
ITA,Italy,CICDGENI,Diseases of the genitourinary system,2005,29.1
ITA,Italy,CICDGENI,Diseases of the genitourinary system,2006,27.3
ITA,Italy,CICDGENI,Diseases of the genitourinary system,2007,26.4
ITA,Italy,CICDGENI,Diseases of the genitourinary system,2008,28.5
ITA,Italy,CICDGENI,Diseases of the genitourinary system,2009,28.8
ITA,Italy,CICDGENI,Diseases of the genitourinary system,2010,26.8
ITA,Italy,CICDGENI,Diseases of the genitourinary system,2011,25.7
ITA,Italy,CICDGENI,Diseases of the genitourinary system,2012,26.9
ITA,Italy,CICDGENI,Diseases of the genitourinary system,2013,25.1
ITA,Italy,CICDGENI,Diseases of the genitourinary system,2014,22.9
ITA,Italy,CICDGENI,Diseases of the genitourinary system,2015,23
ITA,Italy,CICDGENI,Diseases of the genitourinary system,2016,18.6
ITA,Italy,CICDGENI,Diseases of the genitourinary system,2017,20.4
ITA,Italy,CICDGENI,Diseases of the genitourinary system,2018,18.5
ITA,Italy,CICDGENI,Diseases of the genitourinary system,2019,18.7
ITA,Italy,CICDGENI,Diseases of the genitourinary system,2020,21.3
JPN,Japan,CICDGENI,Diseases of the genitourinary system,1960,357.4
JPN,Japan,CICDGENI,Diseases of the genitourinary system,1961,329.7
JPN,Japan,CICDGENI,Diseases of the genitourinary system,1962,318
JPN,Japan,CICDGENI,Diseases of the genitourinary system,1963,294.9
JPN,Japan,CICDGENI,Diseases of the genitourinary system,1964,278
JPN,Japan,CICDGENI,Diseases of the genitourinary system,1965,282.1
JPN,Japan,CICDGENI,Diseases of the genitourinary system,1966,261.8
JPN,Japan,CICDGENI,Diseases of the genitourinary system,1967,248.5
JPN,Japan,CICDGENI,Diseases of the genitourinary system,1968,245.1
JPN,Japan,CICDGENI,Diseases of the genitourinary system,1969,246
JPN,Japan,CICDGENI,Diseases of the genitourinary system,1970,218.7
JPN,Japan,CICDGENI,Diseases of the genitourinary system,1971,200.4
JPN,Japan,CICDGENI,Diseases of the genitourinary system,1972,176.1
JPN,Japan,CICDGENI,Diseases of the genitourinary system,1973,167.4
JPN,Japan,CICDGENI,Diseases of the genitourinary system,1974,150.5
JPN,Japan,CICDGENI,Diseases of the genitourinary system,1975,133
JPN,Japan,CICDGENI,Diseases of the genitourinary system,1976,119.2
JPN,Japan,CICDGENI,Diseases of the genitourinary system,1977,102.9
JPN,Japan,CICDGENI,Diseases of the genitourinary system,1978,100.1
JPN,Japan,CICDGENI,Diseases of the genitourinary system,1979,99.7
JPN,Japan,CICDGENI,Diseases of the genitourinary system,1980,94.5
JPN,Japan,CICDGENI,Diseases of the genitourinary system,1981,92.8
JPN,Japan,CICDGENI,Diseases of the genitourinary system,1982,88.3
JPN,Japan,CICDGENI,Diseases of the genitourinary system,1983,88.4
JPN,Japan,CICDGENI,Diseases of the genitourinary system,1984,83.6
JPN,Japan,CICDGENI,Diseases of the genitourinary system,1985,80.6
JPN,Japan,CICDGENI,Diseases of the genitourinary system,1986,77.3
JPN,Japan,CICDGENI,Diseases of the genitourinary system,1987,71.2
JPN,Japan,CICDGENI,Diseases of the genitourinary system,1988,72.4
JPN,Japan,CICDGENI,Diseases of the genitourinary system,1989,68.4
JPN,Japan,CICDGENI,Diseases of the genitourinary system,1990,67.7
JPN,Japan,CICDGENI,Diseases of the genitourinary system,1991,63.1
JPN,Japan,CICDGENI,Diseases of the genitourinary system,1992,65.7
JPN,Japan,CICDGENI,Diseases of the genitourinary system,1993,64.2
JPN,Japan,CICDGENI,Diseases of the genitourinary system,1994,61.9
JPN,Japan,CICDGENI,Diseases of the genitourinary system,1995,49.2
JPN,Japan,CICDGENI,Diseases of the genitourinary system,1996,44.8
JPN,Japan,CICDGENI,Diseases of the genitourinary system,1997,44.5
JPN,Japan,CICDGENI,Diseases of the genitourinary system,1998,42.2
JPN,Japan,CICDGENI,Diseases of the genitourinary system,1999,42.1
JPN,Japan,CICDGENI,Diseases of the genitourinary system,2000,38.7
JPN,Japan,CICDGENI,Diseases of the genitourinary system,2001,39.5
JPN,Japan,CICDGENI,Diseases of the genitourinary system,2002,37.4
JPN,Japan,CICDGENI,Diseases of the genitourinary system,2003,33.9
JPN,Japan,CICDGENI,Diseases of the genitourinary system,2004,34
JPN,Japan,CICDGENI,Diseases of the genitourinary system,2005,36
JPN,Japan,CICDGENI,Diseases of the genitourinary system,2006,35.8
JPN,Japan,CICDGENI,Diseases of the genitourinary system,2007,32.6
JPN,Japan,CICDGENI,Diseases of the genitourinary system,2008,32.6
JPN,Japan,CICDGENI,Diseases of the genitourinary system,2009,33
JPN,Japan,CICDGENI,Diseases of the genitourinary system,2010,32.2
JPN,Japan,CICDGENI,Diseases of the genitourinary system,2011,31.9
JPN,Japan,CICDGENI,Diseases of the genitourinary system,2012,31.6
JPN,Japan,CICDGENI,Diseases of the genitourinary system,2013,31.6
JPN,Japan,CICDGENI,Diseases of the genitourinary system,2014,31.4
JPN,Japan,CICDGENI,Diseases of the genitourinary system,2015,29.5
JPN,Japan,CICDGENI,Diseases of the genitourinary system,2016,30.2
JPN,Japan,CICDGENI,Diseases of the genitourinary system,2017,27.9
JPN,Japan,CICDGENI,Diseases of the genitourinary system,2018,29.4
JPN,Japan,CICDGENI,Diseases of the genitourinary system,2019,29.2
JPN,Japan,CICDGENI,Diseases of the genitourinary system,2020,30
JPN,Japan,CICDGENI,Diseases of the genitourinary system,2021,33.6
KOR,Korea,CICDGENI,Diseases of the genitourinary system,1985,123.3
KOR,Korea,CICDGENI,Diseases of the genitourinary system,1986,117.6
KOR,Korea,CICDGENI,Diseases of the genitourinary system,1987,101.4
KOR,Korea,CICDGENI,Diseases of the genitourinary system,1988,104.8
KOR,Korea,CICDGENI,Diseases of the genitourinary system,1989,97.7
KOR,Korea,CICDGENI,Diseases of the genitourinary system,1990,79.7
KOR,Korea,CICDGENI,Diseases of the genitourinary system,1991,83.2
KOR,Korea,CICDGENI,Diseases of the genitourinary system,1992,82.8
KOR,Korea,CICDGENI,Diseases of the genitourinary system,1993,79
KOR,Korea,CICDGENI,Diseases of the genitourinary system,1994,86.1
KOR,Korea,CICDGENI,Diseases of the genitourinary system,1995,75.6
KOR,Korea,CICDGENI,Diseases of the genitourinary system,1996,72.8
KOR,Korea,CICDGENI,Diseases of the genitourinary system,1997,80.4
KOR,Korea,CICDGENI,Diseases of the genitourinary system,1998,89.4
KOR,Korea,CICDGENI,Diseases of the genitourinary system,1999,80.5
KOR,Korea,CICDGENI,Diseases of the genitourinary system,2000,76.3
KOR,Korea,CICDGENI,Diseases of the genitourinary system,2001,81.5
KOR,Korea,CICDGENI,Diseases of the genitourinary system,2002,75.4
KOR,Korea,CICDGENI,Diseases of the genitourinary system,2003,63.4
KOR,Korea,CICDGENI,Diseases of the genitourinary system,2004,65.3
KOR,Korea,CICDGENI,Diseases of the genitourinary system,2005,57.5
KOR,Korea,CICDGENI,Diseases of the genitourinary system,2006,55.7
KOR,Korea,CICDGENI,Diseases of the genitourinary system,2007,60.5
KOR,Korea,CICDGENI,Diseases of the genitourinary system,2008,61.9
KOR,Korea,CICDGENI,Diseases of the genitourinary system,2009,58.3
KOR,Korea,CICDGENI,Diseases of the genitourinary system,2010,53.6
KOR,Korea,CICDGENI,Diseases of the genitourinary system,2011,49.9
KOR,Korea,CICDGENI,Diseases of the genitourinary system,2012,49.1
KOR,Korea,CICDGENI,Diseases of the genitourinary system,2013,49.2
KOR,Korea,CICDGENI,Diseases of the genitourinary system,2014,45
KOR,Korea,CICDGENI,Diseases of the genitourinary system,2015,47
KOR,Korea,CICDGENI,Diseases of the genitourinary system,2016,45.2
KOR,Korea,CICDGENI,Diseases of the genitourinary system,2017,39.9
KOR,Korea,CICDGENI,Diseases of the genitourinary system,2018,40.7
KOR,Korea,CICDGENI,Diseases of the genitourinary system,2019,37.4
KOR,Korea,CICDGENI,Diseases of the genitourinary system,2020,41.4
KOR,Korea,CICDGENI,Diseases of the genitourinary system,2021,38.1
LVA,Latvia,CICDGENI,Diseases of the genitourinary system,1980,196.1
LVA,Latvia,CICDGENI,Diseases of the genitourinary system,1981,197.3
LVA,Latvia,CICDGENI,Diseases of the genitourinary system,1982,209.5
LVA,Latvia,CICDGENI,Diseases of the genitourinary system,1983,215.1
LVA,Latvia,CICDGENI,Diseases of the genitourinary system,1984,224.2
LVA,Latvia,CICDGENI,Diseases of the genitourinary system,1985,210.5
LVA,Latvia,CICDGENI,Diseases of the genitourinary system,1986,175.1
LVA,Latvia,CICDGENI,Diseases of the genitourinary system,1987,208.5
LVA,Latvia,CICDGENI,Diseases of the genitourinary system,1988,203.7
LVA,Latvia,CICDGENI,Diseases of the genitourinary system,1989,203.6
LVA,Latvia,CICDGENI,Diseases of the genitourinary system,1990,214.7
LVA,Latvia,CICDGENI,Diseases of the genitourinary system,1991,199.9
LVA,Latvia,CICDGENI,Diseases of the genitourinary system,1992,181.7
LVA,Latvia,CICDGENI,Diseases of the genitourinary system,1993,199.1
LVA,Latvia,CICDGENI,Diseases of the genitourinary system,1994,220.3
LVA,Latvia,CICDGENI,Diseases of the genitourinary system,1995,183.4
LVA,Latvia,CICDGENI,Diseases of the genitourinary system,1996,169.2
LVA,Latvia,CICDGENI,Diseases of the genitourinary system,1997,139.7
